label,text
normal,ঈদের পরিবর্তে শুভ নববর্ষ!
promo,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
smish,"প্রিয় গ্রাহক, 8990 টাকা। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। 18604195555"
normal,তোমার দিন কেমন কাটছে?
smish,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778
promo,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
smish,"হাই প্রিয়, আপনি বাড়ি থেকে কাজ করে প্রতিদিন ২০০০ টাকা উপার্জন করতে পারেন। এই কাজটি গ্রহণ করতে, ক্লিক করুন: https://wa.me/8801872825931"
smish,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD]
normal,শুভ রমজানের রহমতের মাস!
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,এমন কারো সঙ্গী হোন যে আপনাকে আল্লাহর কথা স্মরণ করিয়ে দেয়। – [ড. বিলাল ফিলিপ্স]
promo,নতুন মোবাইল কিনুন এবং ১০০০ টাকা ক্যাশব্যাক পান! আজই ট্রেড ইন করুন।
smish,সোনালী ব্যাংক অ্যাকাউন্টে ৫০০০ টাকা জমা হয়েছে। নিশ্চিত করতে এখানে ক্লিক করুন: https://wa.me/8801812345678
normal,শুভ নববর্ষ!
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
smish,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
smish,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি বিলাসবহুল ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php
normal,জরুরি ভিত্তিতে ০১৭৩৮২৮৭৩৬৫ নাম্বারে টাকা পাঠান।
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadPrizeBot2"
normal,তোমার কাজ কেমন চলছে?
smish,◆ তেমন যোগ‍্যতা থাকলে অনলাইনে পড়িয়ে রোজগার করা যায়। এইজন‍্য User-10381381741225860264 মহাশয়ের সাথে যোগাযোগ করতে পারেন।
normal,"আপনার প্যাকেজের ডেলিভারি আজ হবে, ০১৯৮৭৬৫৪৩২১ এই নাম্বারে কল করুন আরও তথ্যের জন্য।"
normal,কেমন আছো আপনি?
normal,কেমন আছো?
promo,"নির্বাচনি আচরণবিধি মেনে চলুন, 
সুষ্ঠু ও অবাধ নির্বাচনে সহায়তা করুন
- বাংলাদেশ নির্বাচন কমিশন"
smish,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: xini.eu/00Qe
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,আপনার পাসওয়ার্ডটি অবিলম্বে রিসেট করুন। এখানে ক্লিক করুন: [passwordreset.org/ResetBD]
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,অফারের ছড়াছড়ি! এখনই কিনুন ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn
smish,প্রিয় গ্রাহক আপনার নাম্বারের ১০ জিবি ইন্টারনেট এবং ১০০ মিনিট ফ্রি পেতে নিচের লিংকে ক্লিক করুন
promo,"স্পেশাল ডিল শেষ দিন,৩০জিবি @৩০০৳,৩০দিন! আজই নাও- cutt.ly/jwkuSC76"
normal,"হ্যালো, কেমন আছেন?"
smish,"সোনালী ব্যাংক অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801817788990"
normal,আপনি কি চিন্তা করছেন?
normal,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
smish,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। https://cutt.ly/Cr1ket
normal,তুমি কি ট্রেনে যাচ্ছো?
promo,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
normal,কি খবর তোমার?
normal,কঠোর পরিশ্রমই সাফল্যের পথ।
smish,"Meta pro space কাজ করলে ইনবক্স 
মাত্র ৬ ডলার বাংলা
 ৭৫০ টাকা দিয়ে  একাউন্ট করে লাইফটাইম ইনকাম করুন,  সাথে থাকছে মাসিক বেতন, ৫ লাইন ফ্রী ইনকাম, স্লট ইনকাম, ৩০ জুন এর মধ্যে ১২ ডলার বাংলা ১৫০০ টাকা দিয়ে ২ টা প্রোগ্রাম কিনে নিলে পাচ্ছেন 0.05 bnb এর mps nft ফ্রী অর্থাৎ ২৯ ডলার ফ্রী পাচ্ছেন
বাংলা ৩৬২৫ টাকা| এমন সুযোগ আর পাবেন না, ৩০ জুনের মধ্যে যারা একাউন্ট করবে তারাই পাবে
এমন সুযোগ হাতছাড়া করবেন না
আর বসে না থেকে তাড়াতাড়ি একাউন্ট করে ফেলুন"
smish,"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: +8801714567890"
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
normal,শুভ অক্টোবর!
normal,"তুমি অনেক শক্তিশালী, তুমি পারবে।"
smish,সোনালী ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801812122234
smish,আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে
normal,তুমি কি বাগানে যাচ্ছো?
normal,সবচেয়ে সুন্দর পারবারিক কাজের জন্য আমি সময় দিতে চাই।
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543
promo,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
smish,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231"
normal,ব্যবসায়ী হওয়া অপরাধ না কিন্তু রাজনৈতিক প্রভাব খাটিয়ে ব্যবসায়ী হওয়া বড় অপরাধ। কারণ এই ব্যবসায়ীদের অর্জিত অর্থের বেশিরভাগই আসে সাধারণ মানুষের রক্তচোষা টাকা থেকে। — রেদোয়ান মাসুদ
normal,কেমন চলছে তোমার দিন?
normal,আমি এই বছরে অনেক বই পড়তে চাই।
normal,আমি একটি বিশেষ লোক হিসাবে পরিচিত করে এটি একটি মহান এবং ব্যাপারটির মধ্যে একটি সাথে একটি সমাধান দেওয়া হয়।
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889
promo,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।"
smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadWinBot"
promo,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc"
promo,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
smish,প্রতিদিন ২০০-৩০০ টাকা ইনকাম করার সহজ উপায়! ক্লিক করুন: https://t.me/DailyEarn_Money_bot?start=r06862137946
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
smish,bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718899001
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
smish,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801713344556
normal,আমি যেন কিছু বলতে পারি না।
normal,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobilesecure.com/VerifyBD]
normal,শুভ জন্মদিন!
normal,টাকাটা বিকাশে বা রকেটে দিবেন নাম্বার ০১৭২৯১৮২৮১৮১
normal,কি করবে তুমি?
promo,মেন্সওয়ার্ল্ড বসুন্ধরাসিটি নতুন শাখার উদ্বোধনে ফ্লাট৩০%ছাড়!cutt.ly/fmw
smish,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন নতুন সিম নিয়ে! বিস্তারিত জানতে ইনবক্স করুন।
normal,শুভ পয়লা বৈশাখ!
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/
smish,"Ads dekhe daily 200-300 tk income korte chaile join korun https://adswork-bd.com/register?ref=140639 
100% trusted site Free te kaj korte paben"
normal,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
promo,"৪৫৳ ক্যাশব্যাক! ৪৬জিবি @ ৪৫৩৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1"
smish,একটি নতুন বাইক জেতার সুযোগ! আমাদের জরিপে অংশগ্রহণ করুন www.face3b00kurl.com-এ।
smish,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে।    লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775
promo,বিকাশ আ্যপ থেকে নাও তোমার পছন্দের স্কিটো প্যাকস এখনই: cutt.ly/Zwcqh6YQ
normal,"কষ্ট পেয়ো না, আমি আছি তোমার পাশে।"
smish,শাকিব আল হাসানের সাথে ফ্রি ম্যাচ টিকিট জিততে আজই আইপিএলে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
normal,০১৭২৯১৭৩৮৬২ নাম্বারে রকেটে টাকা পাঠান।
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
promo,"অনূর্ধ্ব ১৮ বছর বয়সী বাংলাদেশী শিশু-কিশোর এবং সংশ্লিষ্ট প্রতিষ্ঠানসমূহ হতে ‘শেখ রাসেল পদক’ এর আবেদনপত্র অনলাইনে আহবান করা যাচ্ছে। আবেদনের শেষ সময় ২০ মে, ২০২৩। বিস্তারিতঃ www.award.sheikhrussel.gov.bd
"
smish,"যেটা থেকে প্রতি কাজ করার পর আপনি ১২০০ টাকা পাবেন,,, এই জবটা করার জন্য আপনার একটা টাকা ইনভেস্ট করতে হবে না ফ্রি তে এই জব করতে পারবেন। "
smish,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901"
smish,"
বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার
সুবর্ণ সুযোগ"
smish,আপনার ডেবিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [debitcardupdate.com/UpdateBD]
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
smish,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7
promo,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
smish,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: phlebolog.com.ua/libraries/joomla/results.php
normal,আমি সকালে একটি কফি খেয়েছি।
normal,আজকের মিটিং কেমন ছিল?
smish,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।"
promo,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,আজকে কি রান্না করবে?
normal,"এটা রাকিবের নাম্বার, ০১৭৬৩৮৩৯৮৫৪ কল দিস।"
normal,০১৭৩৮২৭৩৮২৮ এই নাম্বারে জরুরি টাকা পাঠান।
smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১
normal,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
smish,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন +8801815566778
normal,আশা করি তোমার দিনটি ভালো কাটুক!
normal,আজ তোমার পাশে থাকতে পারি না। আমি আপনার পাশে রয়েছি।
normal,বাড়িতে একটি নতুন বাড়ি পাচ্ছে।
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
normal,ঈদ মোবারক!
smish,"নগদ অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadFundsBot"
promo,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
promo,"পূর্বাচলের এশিয়ান হাইওয়ে সংলগ্ন পরিকল্পিত শহর ""নাভানা হাইল্যন্ডে"" এ বিনিয়োগ করুন।উঁচু ও লাল মাটি।রয়েছে কিস্তির সুবিধা – ০১৭০৮৪৬৬৪৭১"
promo,10 বছর আগে আজকের দিনেই শুরু হয়েছিল গ্রামীণফোনের সাথে আপনার পথচলা। আশা করি আগামী দিনগুলো হবে আরো সুন্দর ও সম্ভাবনাময়।
smish,ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন! একটি ক্লিকে বিস্তারিত জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
promo,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
normal,তোমার প্রিয় বই কোনটি? সাইকেলোপেডিয়া। তুমি?
normal,আপনি কী করছেন?
promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
normal,তোমার কি বাস্তব ভালো লাগছে? আমি আমার বাসায় অল্প সময় দেওয়া ভালো লাগে।
normal,কী খাবে? মাছের কারি। তুমি কি পছন্দ করো?
smish,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন +8801812233445
normal,"০১৮২৭২৮৩৮৭৩ এই নাম্বারে কল করুন, জরুরি।"
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
normal,হাসানের নাম্বারে টাকা দিয়ে তারপর আসিস।
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801715455567
normal,আপনি কেমন আছেন?
smish,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
promo,"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন https://mygp.li/ga"
normal,তুমি কি আমার কাছে আসতে চাও?
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot"
smish,নেটওয়ার্ক মার্কেটিং করে প্রতিদিন ৫০০ থেকে ৫০০০ টাকা 💸 ইনকাম করতে চান? কিভাবে মার্কেটিং করবেন আমি শিখিয়ে দিব ফ্রিতে কোন টাকা লাগবে না আগে কাজ দেখবেন প্রমাণ দেখবেন ভালো লাগলে কাজ করবেন কেউ কাজ করতে চাইলে ইনবক্স করুন ❤️‍🩹
normal,কেমন কাটছে দিনটা?
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"১০০'মাদানীএভিনিউ আর্মি হাউজিং(জলসিড়ি)সংলগ্ন প্লট কাঠা৫লক্ষ
01894841729"
normal,তুমি কি পার্টিতে যাচ্ছো?
smish,"জনতা ব্যাংক থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataCashPrizeBot"
normal,আজ কি করলে সময় গজবে?
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.org/LoginBD]
smish,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,শুধু আজকের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789"
promo,বোনাস সহ ৭জিবি-১৩০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫৪৬৯# বা ভিজিট mygp.li/mo
normal,তুমি কি খেলা দেখছো?
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
smish,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer
smish,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805"
normal,শুভ পয়লা বৈশাখের প্রীতি ও শুভেচ্ছা!
promo,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
normal,আমি একটি বার্তা পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা সমাধান দেয় এই যা অন্য একটি সমাধান দেয়।
smish,"➡️আপনি কি অনলাইনে কাজ করতে চান??..আমাদের প্রজেক্টের নাম হলো:Forgsec. io
🆓আমরা টেলিগ্রামে লাইভ ক্লাসের মাধ্যমে ফ্রিতে ১/২টা ক্লাস করিয়ে সম্পুর্ন কাজ শিখিয়ে দিব✅✅ 🔜আমাদের সাইড এ রয়েছে' প্রতিদিন ইংকাম এবং প্রতিমাসে বেতন এর সু-ব্যাবস্থা☑️☑️
সব কিছু জেনে বুঝে প্রমান নিয়ে কাজ করবেন ১০০% রিয়েল কাজ✅"
normal,না বললে জানতামই না
smish,আপনার সিম কার্ড পুনরায় সক্রিয় করতে কল করুন +8801915566778
normal,কি হচ্ছে সব আমাকে বল।
smish,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
normal,তুমি কি গাড়ি চালাচ্ছো?
smish,আপনার ক্রেডিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [creditcardincrease.com/LimitBD]
promo,"৳৪১৯ এ ৳৪৯৯ এর অফার! নাও ৩৫জিবি+৫০০মি.,৩০দিন: cutt.ly/4w77ohWY"
promo,ইলেকট্রনিক্স পণ্য কিনলেই ফ্রি শিপিং! অফার শেষ হওয়ার আগে কেনাকাটা করুন।
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@৳৫৬৯, ৩০দিন: cutt.ly/HwQzEu9E"
promo,বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা https://mygp.li/mo
smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
promo,"Call duration 00:00:44, charged 0.92 Taka, remaining balance is   0.41  Taka"
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
smish,আপনি একটি লাকি ড্রয়ে জিতেছেন! আপনার পুরস্কার সংগ্রহ করতে এখানে ক্লিক করুন: [luckydraw.com/ClaimBD]
smish,"মিষ্টি খবর! আপনি একজোড়া সিনেমার টিকিট জিতেছেন! আপনার পুরস্কার দাবি করতে, এখানে ক্লিক করুন mcvst.com"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,মেজবান পাখি পক্ষে প্রিয় প্রেমের একটি দৃশ্য বিশ্বাস করা হয়।
normal,আশা করি তোমার জীবন সমৃদ্ধ হোক!
normal,"০১৮২৭৩৮২৭৮৫ এই নাম্বারে কল করুন, টাকা দরকার।"
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801712122234
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,অতি দ্রুত বিদ্যুৎ বিল আর খালার বিল দিলে খুবই উপকৃত হইতাম।খালা বারবার বলতেছে।একটু তোরা গুরুত্বের সাথে দেখ।খুব উপকার হয়।
smish,Good Afternoon!! আমি HYPE Dhaka (RB DIGITAL LIMITED) থেকে মার্কেটিং ম্যানেজার মিথিলা আমাদের কোম্পানির একটি ক্যাম্পিং চলছে সেখানে আপনি জয়েন করে বাড়িতে বসেই আয় করতে পারেন
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সরকারি ওয়েবসাইট ছিল মাত্র ৯৮টি। ২০২৩ সালে তা বেড়ে দাঁড়িয়েছে ৫২ হাজার ২০০টি।"
smish,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆"
normal,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।
normal,তোমার প্রতিভা অসাধারণ।
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
